player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Tyler Lovelace,34086,LB,MO STATE,8,6,0,85.7,0,1,230,65.7,74.2,84.4,61.7,78.8,77.5,1,3,0,11,6.1,2,0,0,89.3,6,1,198,1,125,328,106,0,0,106,0,0,222,25,178,23,17,25,7,5,0,38,31,6.3
Jordan Williams,34541,ED,MERCER,7,1,0,66.7,0,0,219,67.0,60.4,85.0,58.1,57.3,81.3,3,2,0,12,0.0,0,0,0,79.9,2,0,4,0,13,160,154,0,0,152,2,0,6,62,85,2,4,7,3,5,0,16,20,8.0
Denzel Feaster,34561,LB,KANSAS,5,9,0,88.9,0,1,198,29.7,41.4,0.0,51.9,59.3,51.2,1,1,0,36,18.2,6,0,2,118.8,8,0,200,0,89,218,4,0,0,4,0,0,214,14,115,14,9,18,9,2,0,144,122,18.0
Ferrod Gardner,34595,LB,LA LAFAYET,10,13,0,79.2,0,0,207,65.2,67.5,81.1,75.6,63.3,72.5,3,7,0,61,11.7,9,0,0,97.2,19,5,533,0,245,594,3,0,0,3,0,0,591,44,305,58,31,55,24,15,0,176,148,9.3
Zayne Anderson,34622,S,BYU,11,6,0,54.5,0,0,128,64.7,64.0,87.4,,60.2,60.9,0,0,0,19,17.0,8,2,0,105.9,6,0,35,2,257,485,0,0,0,0,0,436,485,0,228,11,5,33,11,0,1,74,30,12.3
Alonzo Craighton,34672,S,N ALABAMA,4,3,0,42.9,0,0,389,61.6,58.9,81.2,,53.2,57.1,0,0,0,25,18.2,4,0,0,50.3,3,0,72,0,87,187,0,0,0,0,0,87,187,0,100,28,3,15,7,0,0,21,23,7.0
Christian Taylor,34919,LB,TEXAS ST,12,13,0,100.0,0,1,314,51.9,49.1,55.8,53.9,48.0,74.1,2,3,0,28,10.9,6,0,1,107.3,27,1,501,0,291,656,50,0,0,50,0,0,606,36,329,105,14,36,27,6,0,263,194,9.7
John Petrishen,35069,LB,PITTSBURGH,5,4,0,100.0,0,0,268,72.9,81.1,74.5,64.1,85.0,68.6,0,1,0,7,14.3,1,0,0,83.3,4,0,17,0,23,52,1,0,0,1,0,0,51,4,25,33,1,2,4,1,0,16,29,4.0
Austin Rosa,35168,LB,VA TECH,1,0,0,,0,0,337,,60.0,62.1,,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Justin Hughes,35200,LB,KANSAS ST,8,8,0,66.7,0,0,199,65.3,58.7,0.0,63.6,52.3,29.5,1,2,0,14,27.3,15,1,2,90.7,18,0,280,1,216,380,11,0,0,11,0,6,369,18,146,81,23,32,27,3,1,134,95,7.4
Adam Prentice,35639,TE,S CAROLINA,1,0,0,,0,0,289,,60.1,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Richard McBryde,35699,LB,SMU,10,4,2,77.8,0,0,287,53.1,46.3,84.0,68.4,39.5,58.4,1,4,0,29,20.6,13,0,0,111.6,14,3,438,0,201,503,35,0,0,35,0,0,468,37,265,30,36,46,18,8,1,114,87,8.1
Kyle Pugh,35900,LB,N ILLINOIS,5,5,0,62.5,0,0,254,59.9,67.9,21.6,75.0,70.8,85.5,1,0,0,13,3.2,1,1,1,78.1,5,3,196,0,96,244,29,0,0,29,0,0,215,18,130,19,17,25,8,4,0,46,30,9.2
Terrence Jones,36071,ED,LA LAFAYET,2,0,0,,0,0,207,61.5,51.0,78.2,66.7,42.9,26.1,0,0,0,,50.0,2,0,0,0.0,0,0,0,0,3,35,35,0,0,32,3,0,0,11,21,0,1,2,0,0,0,0,0,
Cristian Williams,36151,S,TULSA,8,14,1,60.0,0,1,320,73.4,71.5,1.3,72.9,68.2,61.2,0,0,0,32,16.9,11,3,2,113.3,12,0,191,5,265,517,7,0,0,7,0,198,510,5,247,116,16,40,20,0,2,134,49,11.2
Stephen Forester,36173,LB,UTEP,8,17,0,81.8,0,0,330,66.2,62.8,82.8,69.9,56.9,52.2,1,3,0,15,17.9,12,0,0,88.6,9,1,448,0,220,457,1,0,0,1,0,2,456,16,221,5,18,38,11,5,0,58,67,6.4
Brandon Lopez,36327,DI,STNY BROOK,4,1,0,,1,0,303,60.0,71.9,48.0,61.5,77.5,61.6,0,8,0,,12.5,1,0,1,0.0,0,1,0,0,0,226,226,54,160,1,11,0,0,116,110,0,5,6,0,9,0,0,0,
Scott Patchan,36449,ED,COLO STATE,4,4,0,,0,0,144,61.6,79.7,57.6,76.7,77.5,69.8,7,13,0,,12.5,2,0,1,0.0,0,5,3,0,4,282,277,0,3,265,9,0,5,138,140,1,13,10,0,25,0,0,0,
Eli Howard,36472,ED,TEXAS TECH,6,2,2,,0,0,315,60.0,75.1,27.0,83.0,63.9,26.7,2,18,0,,36.8,7,0,2,0.0,0,2,1,0,0,289,287,0,21,80,186,0,2,169,120,0,10,10,0,22,0,0,0,
Rasheed Williams,36604,ED,IDAHO ST,5,4,0,57.1,0,0,186,64.2,68.2,88.4,74.4,60.0,65.6,2,5,1,15,11.1,2,2,1,37.5,4,2,7,10,60,280,249,0,0,246,3,0,31,97,123,14,9,12,7,9,0,46,43,11.5
Josiah Bronson,36668,DI,WASHINGTON,4,5,0,,0,0,340,60.0,58.5,81.8,57.9,60.7,34.7,0,6,0,,20.0,2,0,0,0.0,0,0,0,0,0,199,199,16,92,67,24,0,0,96,103,0,2,3,0,6,0,0,0,
Elijah Taylor,36723,ED,E KENTUCKY,9,2,1,,0,0,159,68.7,78.3,83.0,60.1,79.5,60.1,0,7,1,,10.7,3,0,0,0.0,0,1,0,0,1,340,340,0,6,125,209,0,0,174,165,0,18,23,0,8,0,0,0,
Aaron Blackwell,36741,DI,ARIZONA,5,1,0,,0,0,109,,55.1,27.2,59.0,56.1,33.3,0,3,0,,33.3,3,0,1,0.0,0,0,0,0,0,142,142,0,37,9,96,0,0,44,98,0,5,5,0,3,0,0,0,
Thad Mangum,36819,ED,USF,9,8,0,,0,1,327,65.2,65.6,82.7,55.4,68.5,44.7,4,6,0,,21.3,10,0,0,0.0,0,0,0,0,6,504,504,31,71,54,348,0,0,218,280,0,25,29,0,10,0,0,0,
Micah Dew-Treadway,37050,DI,MINNESOTA,6,3,0,,0,1,225,60.0,61.1,54.3,57.5,63.6,62.4,0,3,0,,10.0,1,0,1,0.0,0,1,0,0,0,259,258,110,145,0,3,0,1,128,131,0,6,6,0,4,0,0,0,
Tony Fair,37101,DI,UAB,9,8,0,,0,1,321,59.2,62.1,50.0,69.1,58.4,37.4,0,2,0,,15.8,3,0,1,0.0,0,1,0,0,1,237,237,119,109,0,9,0,0,113,123,0,7,8,0,3,0,0,0,
Nafees Lyon,37319,CB,CHARLOTTE,6,7,0,50.0,0,0,136,55.3,60.6,82.0,64.8,75.1,74.8,1,0,1,45,9.4,3,2,1,89.7,15,0,51,272,159,341,1,0,0,1,0,0,340,4,178,17,4,22,30,1,2,271,48,18.1
Damani Carter,37515,DI,NORTHEA ST,1,0,0,,0,0,1030,,73.0,77.4,69.9,69.9,75.2,1,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,81,81,0,81,0,0,0,0,36,45,0,4,3,0,3,0,0,0,
Camryn Bynum,38408,CB,CAL,4,1,0,70.0,0,0,130,69.4,71.9,81.4,,75.7,57.9,0,0,1,27,20.0,4,1,0,104.6,7,0,33,218,125,261,5,0,0,5,0,2,256,0,136,3,5,15,10,0,2,106,42,15.1
Cameron Goode,38410,ED,CAL,4,5,0,100.0,0,0,130,44.8,63.0,87.6,71.1,58.4,71.6,2,9,0,8,18.2,4,0,0,132.6,3,3,2,0,17,245,237,0,0,237,0,0,8,105,123,6,14,13,3,14,1,19,14,6.3
Vic Viramontes,38446,LB,UNLV,6,6,0,70.0,0,0,325,49.6,28.3,81.1,56.7,22.8,35.7,1,1,0,21,25.6,10,2,0,97.1,7,0,266,0,139,300,1,0,0,1,0,2,299,12,149,30,8,23,10,2,0,88,73,12.6
Josh Drayden,38498,CB,CAL,4,4,0,40.0,0,0,130,73.6,68.2,0.0,53.4,62.1,58.1,0,0,1,22,16.7,3,3,2,28.1,8,0,29,25,100,180,3,0,0,3,0,0,177,3,77,123,4,11,20,0,0,65,42,8.1
Viane Moala,38501,DI,UTAH,4,3,0,,1,0,328,59.4,66.2,0.0,65.3,74.2,74.5,0,11,0,,0.0,0,0,3,0.0,0,0,0,0,1,198,198,7,188,0,3,0,0,123,74,0,1,1,0,11,0,0,0,
Jeremiah Pritchard,38502,LB,HAWAII,8,5,0,83.3,0,0,180,41.7,44.9,83.6,55.5,47.5,27.0,3,2,1,26,33.3,14,0,0,70.5,10,1,239,0,130,372,88,0,0,88,0,0,284,55,187,44,15,23,12,6,0,111,65,11.1
Demetris Robertson,38547,WR,GEORGIA,1,0,0,,0,0,173,,60.1,73.9,,60.0,,0,0,0,,,0,0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Chazmyn Turner,38753,ED,SOUTHERN U,3,1,0,,0,0,297,,69.1,76.0,60.1,70.3,75.0,0,2,0,,40.0,2,0,0,0.0,0,0,0,0,0,36,36,0,5,22,9,0,0,14,22,0,2,2,0,2,0,0,0,
Elijah Sullivan,39006,LB,KANSAS ST,8,6,0,76.2,0,1,199,58.1,60.7,85.8,60.9,62.9,62.4,1,1,1,27,15.8,9,1,0,92.0,16,0,305,0,212,358,6,0,0,6,0,9,352,16,130,37,21,42,21,2,1,153,104,9.6
Tristen Vance,39045,LB,N ARIZONA,4,5,0,90.0,0,0,252,65.1,68.8,0.0,49.5,82.3,88.4,0,1,0,21,0.0,0,1,2,105.4,9,0,190,0,111,217,11,0,0,11,0,5,206,20,86,11,6,16,10,1,0,93,63,10.3
Jack Sendelbach,39346,LB,E WASHGTON,2,6,0,80.0,0,0,161,40.3,53.3,80.0,54.2,64.5,54.7,0,1,0,39,17.2,5,0,0,118.8,4,0,137,1,44,141,0,0,0,0,0,0,141,4,93,3,12,18,5,1,0,78,51,19.5
De'Vante Cross,39851,CB,VIRGINIA,10,6,0,67.4,1,0,335,48.9,49.5,12.3,58.0,60.7,28.3,2,0,2,76,23.8,10,2,3,128.4,31,1,61,544,339,627,6,0,0,6,0,10,621,24,264,6,8,26,46,3,5,696,284,22.5
Josh Pederson,39861,TE,LA MONROE,1,0,0,,0,0,209,,60.1,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Jordan Carmouche,39951,LB,HOUSTON,7,6,0,83.3,0,0,182,50.7,44.6,80.8,55.0,42.5,53.1,0,2,0,14,16.7,3,0,0,101.4,5,0,176,0,78,190,5,0,0,5,0,0,185,15,97,9,3,9,6,2,0,50,38,10.0
Christian Bobak,39965,S,ILLINOIS,2,0,0,,0,0,187,,50.2,71.3,,50.0,36.5,0,0,0,,33.3,1,0,0,0.0,0,0,7,0,0,13,2,0,0,2,0,2,11,0,13,2,0,2,0,0,0,0,0,
Derrion Rakestraw,39968,S,COLORADO,6,7,0,56.5,0,0,143,40.6,49.1,38.7,60.2,67.2,57.8,2,5,0,38,20.8,10,1,3,118.6,13,0,143,1,246,435,40,0,0,40,0,174,395,28,161,77,7,31,23,7,2,223,127,17.2
Tyrell Alexander,39986,WR,VANDERBILT,1,0,0,,0,0,333,60.0,62.4,60.0,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Tolu Ogunrinde,40057,ED,S DAK ST,5,1,0,,0,1,292,66.6,79.4,30.2,77.2,69.3,61.9,3,5,0,,12.5,1,0,1,0.0,0,3,8,0,4,138,130,1,6,102,21,0,8,75,59,0,9,6,0,11,0,0,0,
Brandon Martin,40066,LB,BALL ST,8,17,1,74.4,0,1,117,48.1,62.6,81.2,67.9,72.0,78.4,1,4,0,37,8.9,8,1,0,95.2,29,1,524,0,290,549,9,0,0,9,0,4,540,23,236,12,34,65,39,6,0,292,209,10.1
Micah Wilson,40104,WR,MISSOURI,1,0,0,,0,0,229,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Levi Falck,40261,WR,NEBRASKA,1,0,0,,0,0,238,,60.0,60.0,,60.0,72.6,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,
Tyler Vaughns,40283,WR,USC,1,0,0,,1,0,326,60.0,56.0,60.0,,,,0,0,0,,,0,0,4,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Chazz Surratt,40313,LB,N CAROLINA,11,20,0,84.4,0,1,245,53.2,47.9,59.5,77.5,35.2,81.7,11,15,1,71,11.2,11,3,1,100.5,27,6,660,2,326,732,33,0,0,33,0,0,699,99,307,37,41,67,32,32,1,280,241,10.4
Bubba Ogbebor,40340,WR,ARK STATE,2,0,0,,0,0,113,,52.9,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
Phillip Howard,40350,CB,MINNESOTA,6,2,0,54.5,0,0,225,70.8,65.3,79.8,59.6,32.9,72.0,0,0,0,13,7.7,1,1,0,63.8,6,0,5,136,87,143,1,0,0,1,0,0,142,1,55,0,3,10,11,0,0,43,20,7.2
Zac Dawe,40457,ED,BYU,12,8,3,,0,0,128,78.9,78.5,71.1,77.5,69.3,55.0,0,23,0,,17.0,8,0,1,0.0,0,3,3,1,8,575,569,0,2,384,183,0,6,307,260,1,28,31,0,26,0,0,0,
Austin Hogancamp,40464,DI,MURRAY ST,7,0,0,,0,0,236,,61.1,77.0,55.8,63.9,76.2,0,1,0,,0.0,0,0,0,0.0,0,1,0,0,0,78,78,0,7,13,58,0,0,38,40,0,0,2,0,2,0,0,0,
Kumehnnu Gwilly,40495,ED,C MICHIGAN,6,0,0,,0,0,134,,57.4,80.6,57.8,56.8,72.7,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,78,77,37,38,2,0,0,1,41,37,0,4,4,0,2,0,0,0,
Chris Barrett,40524,TE,LIBERTY,1,1,0,,0,0,206,85.5,79.7,60.0,60.0,,72.2,0,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Jahaziel Lee,40537,DI,GA TECH,2,0,0,,0,0,176,,52.4,75.4,54.1,53.8,69.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,39,39,0,38,0,1,0,0,24,15,0,1,1,0,0,0,0,0,
Prather Hudson,40617,HB,GEORGIA,1,0,0,,0,0,173,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Ja'Cione Fugate,40621,S,CHARLOTTE,4,1,1,70.0,0,0,136,56.3,53.4,81.1,68.8,46.8,46.0,0,2,0,30,27.8,5,0,0,125.4,7,0,114,1,86,207,3,0,0,3,0,44,204,4,117,45,4,12,10,2,1,76,40,10.9
Darius Whitfield,40639,ED,NWSTATE,6,4,0,,0,0,257,,60.1,80.2,53.8,63.9,53.9,0,3,0,,20.0,2,0,0,0.0,0,0,0,0,0,187,187,2,40,28,117,0,0,93,94,0,3,4,0,3,0,0,0,
Justin Rice,40640,LB,ARK STATE,11,16,1,83.3,0,1,113,55.8,66.9,49.8,67.3,71.4,60.3,6,9,0,42,15.7,14,0,1,104.0,20,6,633,0,295,674,22,0,0,22,0,2,652,79,300,17,43,59,24,21,0,215,104,10.8
Aaron Hansford,40694,LB,TEXAS A&M,9,10,0,75.0,0,0,312,42.4,63.9,82.1,74.1,79.7,76.5,3,5,0,54,10.0,5,1,0,109.8,15,4,279,3,192,361,43,0,0,43,0,3,318,38,131,33,27,35,20,12,0,217,107,14.5
Adam Krumholz,40697,WR,WISCONSIN,1,0,0,,0,0,349,,60.0,73.9,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Austin Conrad,40760,ED,OHIO,3,4,1,0.0,0,0,259,80.2,78.1,36.7,77.8,69.3,73.0,3,2,0,,5.3,1,0,1,39.6,0,1,0,0,8,155,154,0,3,139,12,0,1,71,76,1,11,14,1,6,0,0,0,
Mitchell Perkinson,40865,WR,CENT ARK,1,0,0,,0,0,132,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Malik Staples,40902,LB,W KENTUCKY,4,2,0,66.7,0,0,346,43.3,45.9,83.8,54.7,53.6,57.3,0,2,0,26,14.3,1,0,0,140.3,2,0,56,0,27,72,7,0,0,7,0,0,65,3,42,6,2,4,3,2,1,31,3,15.5
Peter Fallon,40974,DI,VILLANOVA,4,3,0,,0,0,334,60.4,66.1,82.0,66.8,62.5,44.4,0,4,0,,25.0,1,0,0,0.0,0,0,0,0,1,116,116,103,13,0,0,0,0,57,58,0,0,0,0,4,0,0,0,
Joe Patterson,40990,CB,S ILLINOIS,1,0,0,0.0,0,0,295,64.2,61.4,75.1,56.0,58.6,73.1,0,0,0,,0.0,0,0,0,39.6,0,0,9,0,10,30,0,0,0,0,0,4,30,2,18,17,0,1,2,0,0,0,0,
Deonte Perry,41092,S,FRESNO ST,5,2,0,46.2,0,0,169,61.6,61.8,82.7,,60.6,37.1,0,0,0,25,28.6,8,2,0,69.1,6,0,116,2,150,260,0,0,0,0,0,53,260,0,110,89,7,18,13,0,0,89,79,14.8
Dwayne Johnson Jr.,41183,S,S DIEGO ST,7,9,0,53.8,0,0,284,75.9,69.3,39.6,81.4,54.7,56.1,0,3,0,22,19.0,8,3,2,68.1,7,1,238,0,254,453,30,0,0,30,0,114,423,9,190,71,14,25,13,4,0,66,18,9.4
Dae'Lun Darien,41244,LB,DELAWARE,5,3,1,100.0,0,1,151,69.9,74.8,82.3,66.6,75.1,81.7,0,0,1,19,0.0,0,0,0,79.2,3,0,16,0,27,87,37,0,0,37,0,0,50,9,51,34,3,4,3,0,0,38,16,12.7
T.J. Hammonds,41365,WR,ARKANSAS,1,0,0,,0,0,111,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Austin Chambers,41398,DI,MAINE,4,6,0,,0,0,212,,64.1,82.8,58.1,65.1,66.0,0,1,0,,7.1,1,0,0,0.0,0,0,0,0,0,195,195,58,135,0,2,0,0,82,113,0,4,7,0,1,0,0,0,
Detrel Rush,41399,ED,PRESBYTERN,4,2,0,,0,0,271,60.0,65.9,41.0,52.3,77.2,38.6,0,5,0,,21.4,3,0,1,0.0,0,0,0,0,1,170,170,0,0,140,30,0,0,86,83,0,7,9,0,5,0,0,0,
Chandler Farrell,41404,TE,S CAROLINA,2,1,0,,0,0,289,,70.2,68.9,,67.3,71.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,4,1,3,0,0,0,0,0,4,0,0,1,0,0,0,0,0,
Kareem Walker,41492,HB,MISS STATE,1,0,0,,0,0,227,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Randall Smith,41551,ED,ALABAMA ST,4,0,0,,0,0,105,,50.4,77.5,53.6,51.1,71.1,0,1,0,,50.0,1,0,0,0.0,0,0,0,0,0,43,43,0,1,33,9,0,0,21,22,0,1,1,0,1,0,0,0,
Christian Clark,41581,DI,ALABAMA ST,5,2,1,,0,0,105,,73.3,36.4,66.7,75.6,63.4,0,2,0,,9.1,1,0,1,0.0,0,0,1,0,0,159,158,77,81,0,0,0,1,73,86,0,7,8,0,2,0,0,0,
Jaquel Pierce,41589,ED,TEXAS ST,11,2,0,,0,0,314,55.8,52.4,82.0,50.7,56.5,80.1,2,7,0,,0.0,0,0,0,0.0,0,0,0,0,1,332,332,0,28,32,272,0,0,162,169,0,7,9,0,9,0,0,0,
Kameron Miller,41650,LB,NEW MEXICO,7,9,0,83.3,0,1,241,56.3,50.6,13.3,64.3,42.7,47.6,7,4,0,14,25.6,10,0,4,91.0,15,2,179,0,129,455,223,0,0,223,0,0,232,126,200,52,12,20,18,13,0,105,92,7.0
Rhakim Williams,41698,ED,MAINE,4,1,0,,0,0,212,60.8,70.9,74.0,,71.3,73.0,0,0,0,,0.0,0,0,0,0.0,0,0,18,0,4,22,4,0,0,4,0,0,18,0,18,0,0,0,0,0,0,0,0,
Ty Shelby,41752,ED,LA MONROE,8,9,0,,0,0,209,59.1,73.6,89.4,62.6,77.1,78.3,5,9,0,,8.1,3,0,0,0.0,0,2,0,0,8,470,468,8,1,451,8,0,2,195,267,0,18,25,0,16,0,0,0,
Roy Baker,41757,CB,BUFFALO,7,1,0,70.4,2,0,126,58.2,63.4,83.0,70.9,80.6,55.5,0,1,1,56,17.2,5,1,5,130.3,19,0,28,294,187,350,0,0,0,0,0,0,350,1,162,28,12,23,27,1,3,311,67,16.4
Calvin Bundage,41772,ED,OKLA STATE,11,3,0,100.0,1,0,262,61.8,66.6,0.0,75.3,61.7,63.0,6,12,0,8,18.2,2,0,5,100.0,1,8,23,1,11,212,186,0,0,186,0,0,26,155,46,2,10,6,1,26,0,8,12,8.0
Sam Hammond,41836,ED,NEVADA,9,5,1,100.0,0,0,239,66.2,77.5,73.8,78.0,70.8,68.2,9,32,0,3,22.6,7,0,0,79.2,1,7,2,0,10,604,601,2,115,447,37,0,3,349,245,0,18,19,1,48,0,3,2,3.0
Mason Husmann,41956,DI,LA MONROE,8,4,0,,0,0,209,,55.7,84.7,58.6,53.7,50.4,0,2,0,,11.1,2,0,0,0.0,0,1,1,0,0,330,328,83,233,7,5,0,2,121,209,0,8,12,0,3,0,0,0,
Ben Davis,41960,ED,ALABAMA,8,0,0,,0,0,103,55.6,57.7,79.8,56.6,61.6,44.1,0,0,0,,33.3,1,0,0,0.0,0,0,1,0,7,50,48,0,0,47,1,0,2,23,20,1,1,2,0,0,0,0,0,
Dylan Tonkery,41961,ED,W VIRGINIA,9,3,0,66.7,0,0,343,54.3,61.1,89.4,55.4,65.7,50.5,0,4,1,9,21.1,4,0,0,36.1,2,2,137,0,41,294,155,0,0,154,1,0,139,90,163,2,12,12,3,6,0,13,12,6.5
Lamar Anderson,41969,S,SAMFORD,3,0,0,88.9,0,0,282,52.6,58.6,83.3,56.8,72.1,31.1,0,0,0,27,31.3,5,0,0,94.9,8,0,42,0,75,179,1,0,0,1,0,66,178,2,102,70,3,11,9,0,0,61,32,7.6
Malik Grate,42004,CB,CAMPBELL,4,0,0,44.4,0,0,131,37.8,38.6,81.0,60.0,43.3,35.9,0,0,0,65,30.0,3,3,1,77.1,8,0,16,159,63,191,1,0,0,1,0,0,190,2,126,14,3,7,18,0,0,164,85,20.5
Kenny Turnier,42019,DI,UCF,5,1,0,,0,1,323,61.5,64.1,23.4,69.2,61.6,32.1,2,5,0,,23.1,3,0,2,0.0,0,2,0,0,1,244,244,65,153,0,26,0,0,123,120,0,9,9,0,9,0,0,0,
Dru Mathis,42027,LB,OREGON,6,0,0,71.4,0,0,264,35.3,46.1,75.9,56.5,59.9,58.4,0,1,0,12,14.3,1,0,0,90.8,5,0,74,0,22,83,4,0,0,4,0,0,79,18,43,5,3,6,7,1,0,49,38,9.8
Donald Stewart,42035,WR,WAKE,1,0,0,,0,0,339,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Matt Terrell,42070,LB,LIBERTY,2,0,0,100.0,0,0,206,47.0,35.4,85.7,,40.8,74.3,0,0,0,13,0.0,0,0,0,118.8,1,0,12,0,6,15,1,0,0,1,0,0,14,0,9,1,0,1,1,0,0,13,1,13.0
D'Carrious Stephens,42075,LB,TENN MARTN,7,9,0,57.9,0,0,310,64.2,71.4,84.6,57.1,76.0,56.1,0,3,0,20,16.7,6,0,0,62.8,11,0,268,0,148,320,42,0,0,42,0,0,278,21,151,10,14,21,19,3,0,35,29,3.2
Freddie Johnson,42129,CB,TEMPLE,4,2,0,35.7,0,0,306,47.1,52.7,0.0,,79.7,85.2,0,0,0,52,0.0,0,1,2,88.7,5,0,8,162,74,172,0,0,0,0,0,0,172,0,98,2,4,10,14,0,1,111,43,22.2
T.J. Vasher,42135,WR,TEXAS TECH,1,0,0,,0,0,315,60.0,60.0,63.7,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Tobias Enlow,42140,WR,CENT ARK,1,0,0,,0,0,132,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Avien Peah,42158,ED,UMASS,4,11,0,,0,0,216,60.0,67.8,29.3,57.3,74.1,73.2,0,3,0,,4.8,1,0,1,0.0,0,1,0,0,0,127,126,0,11,100,15,0,1,58,69,0,8,9,0,4,0,0,0,
Dre Bryant,42181,ED,VIRGINIA,1,0,0,,0,0,335,,61.6,75.8,60.4,60.0,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,15,15,0,0,15,0,0,0,12,3,0,0,0,0,1,0,0,0,
David DuBose,42182,ED,TENN MARTN,7,4,0,,0,0,310,,81.9,82.2,63.2,89.7,76.3,1,9,0,,5.6,1,0,0,0.0,0,1,0,0,0,262,262,0,9,64,189,0,0,127,135,0,12,13,0,11,0,0,0,
Divine Deablo,42208,S,VA TECH,9,12,0,58.3,0,0,337,84.4,78.9,86.2,60.8,68.3,74.0,0,0,4,33,11.3,7,2,1,56.8,14,0,259,10,369,645,18,0,0,18,0,155,627,13,263,201,14,43,24,0,1,183,92,13.1
Sylvaughn Turner,42214,CB,MURRAY ST,7,3,1,33.3,0,1,236,59.3,61.4,80.8,77.3,61.0,41.9,0,1,1,27,26.7,4,3,3,49.1,6,0,22,185,105,209,0,0,0,0,0,2,209,4,100,0,1,8,18,1,1,103,26,17.2
Nick Grant,42242,CB,VIRGINIA,10,3,0,60.4,1,1,335,63.0,63.7,85.5,60.0,63.6,46.6,0,1,2,47,22.0,9,3,2,94.6,29,0,27,602,346,634,1,0,0,1,0,0,633,1,287,4,6,29,48,1,2,526,140,18.1
Rick Wells,42268,WR,FLORIDA,1,0,0,,0,0,163,,60.0,60.0,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Audie Omotosho,42280,WR,E CAROLINA,1,0,0,,0,0,156,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
